text,date,sentiment,title,url
"When Hillary Clinton appeared at a campaign rally in South Carolina, her husband Bill was right there next to her to offer his support. But he probably wasn’t expecting to have to answer to this Marine.
“What was your wife’s role in the Benghazi terror attacks?” The Marine asked the former president. “Four were killed and your wife is trying to cover it up.”
The man went on to identify himself as a Marine sergeant and an eight-year, active-duty veteran.
Of course, he is referring to the fact that Hillary was secretary of state during the 2012 attacks on a U.S. outpost in Benghazi, Libya. U.S. Ambassador Chris Stevens and three other Americans were killed in the attack.
Families of the victims have come forward with claims that they were told by Clinton in the aftermath of the attacks that the strikes were inspired by an online, anti-Islamic video. Video evidence shows that within hours Clinton knew that wasn’t the case.
So Bill Clinton had a lot on the line in his response.
“I heard you,” Bill responded to the Marine. “You listen to me now.”
The crowd turned to a mixture of boos and cheers, and sheriff deputies came in and removed the man.
It’s not surprising that Bill did not give this soldier the time of day. The Clintons have been evading the subject for years now.
“Clinton needs to take responsibility for dropping the ball,” the Marine later told reporters. “The fact that she is not in prison now is mind-blowing.”
What do you think? Do our men and women in uniform deserve more respect than this?",2016-09-15 01:54:29+00:00,-0.023268398,"Marine Get’s Right Up In Bill Clinton’s Face, ‘4 MARINES DIED IN BENGHAZI AND YOUR WIFE LIED TO…’",http://americannews.com/marine-gets-right-up-in-bill-clintons-face-4-marines-died-in-benghazi-and-your-wife-lied-to/
"On Sunday, Hillary Clinton’s campaign team finally admitted what millions of Americans had been suspecting for months—the Democratic Presidential nominee is suffering from serious health complications.
This week, it was confirmed that Clinton has been struggling with Pneumonia. Now it appears her future as the Democratic nominee is on the line.
The nation was shocked when footage was released of the former Secretary of State collapsing as she was leaving the 9/11 memorial on Sunday. Now, rumors are circulating that the DNC will be holding an emergency meeting to name a replacement for her.
“Clarification from dem operatives @HillaryClinton pneumonia: Expect emergency DNC meeting to CONSIDER replacement #HillarysHealth,” David Shuster tweeted.
Later, Shuster followed up with a tweet to reveal that Democratic officials had called Clinton’s diagnosis “uncharted territory.”
“Dem operative: @HillaryClinton #BasketofDeplorables, hiding pneumonia for 3 days + fainting video = ‘uncharted political territory,’” Shuster continued.
What do you think of these new reports? Could this be the end of Hillary’s career for good?",2016-09-14 03:10:36+00:00,0.02030303,BREAKING: DNC Announces Replacement For Hillary Clinton… This Just Changed Everything,http://americannews.com/breaking-dnc-announces-replacement-for-hillary-clinton-this-just-changed-everything/
"The American people have seen enough evidence to understand the severity of Democratic Presidential nominee Hillary Clinton’s email crimes. It’s apparent that her use of a private email server was intended to hide the criminal transactions he was allegedly doing on the side.
One report noted that Hillary was using the Clinton Foundation in a pay-to-play scheme. It is believed that wealthy, shady foreigners would donate to her “non-profit” in exchange for access to Hillary in her official capacity as Secretary of State.
If that is true, Hillary quite literally sold out the United States to terrorists and terrorism-affiliated foreigners for her own profit.
Donald Trump is not ready to let her off the hook for her actions. In a recent interview with The Five co-host Kimberly Guilfoyle, the pair discussed important new information about the former Secretary of State.
“I hear the NSA maybe has the emails,” Trump explained. “A lot of people say the NSA would have the emails if they really wanted to get them…Maybe somebody should, in fact, ask the NSA whether or not they have the emails.”
What do you think of Trump’s comments? Watch the video below and share your thoughts with us.",2016-09-13 02:55:36+00:00,0.086647727,Clinton Administration Goes After Kimberly Guilfoyle And Trump Go Deep Exposing This About Hillary,http://americannews.com/clinton-administration-goes-after-kimberly-guilfoyle-and-trump-go-deep-exposing-this-about-hillary/
"Dolly Parton has long been one of America’s most legendary singing and songwriting talents. Until recently, she was fairly liberal, and a big supporter of Hillary Clinton.
In a statement not long ago, Parton said she was inspired that a woman might be President for the first time in our nation’s history.
“We’re doing good,” she commented at the time. “We got a woman that could go in the White House, so we’ve certainly come a long way in that respect.”
Recently, Parton saw the light and realized that Hillary would be quite possible the worst person to be the champion for woman throughout the nation. She now understands that Hillary is a liar; she’s as corrupt as they come.
In a more recent interview, she called Hillary “nuts” and that her campaign has been “just crazy.”
She went on to argue that the American public needs to stop being fooled by Hillary.
“Let’s talk about what we really need—taking care of us,” Dolly said.”I think people just want to have a feeling of security. It’s just like political terrorism right now. We’ve got room for improvement.”
What do you think? Do you applaud Dolly for seeing Hillary for who she really is?",2016-09-12 05:35:06+00:00,0.106730769,"Dolly Parton Goes Public Again, Trashes Hillary Clinton In Amazingly Epic Fashion",http://americannews.com/dolly-parton-goes-public-again-trashes-hillary-clinton-in-amazingly-epic-fashion/
"Legendary comedian Jeff Foxworthy has made it abundantly clear that he is not happy with the direction our country in heading in. He is tired of watching Obama’s agenda manifest, stripping Americans of our hard-won freedoms.
“If you can get arrested for hunting or fishing without a license, but not for entering and remaining in the country illegally—you might live in a nation that was founded by geniuses but is run by idiots,” he said as part of his comedy routine.
“If you have to get your parents’ permission to go on a field trip or to take an aspirin in school, but not to get an abortion — you might live in a nation that was founded by geniuses but is run by idiots,” he continued.
Foxworthy has also published endorsed Republican Presidential nominee Donald Trump, commenting he is terrified for our nation if Hillary become president.
“I think people are fed up with having a commander in chief that does the apology tour around the world,” he concluded.",2016-09-11 16:24:53+00:00,-0.128409091,Jeff Foxworthy Get’s Attacked By Liberals After Publicly SLAMMING Hillary Clinton,http://americannews.com/jeff-foxworthy-gets-attacked-by-liberals-after-publicly-slamming-hillary-clinton/
"This week, an anti-Trump comment made by Chelsea Clinton quickly backfired when the internet pointed out yet another example of Clinton hypocrisy.
When asked about Trump’s recent comments that his opponent Hillary Clinton doesn’t “look presidential,” Chelsea came to her defense, criticizing the Republican nominee for his “sexist” and “misogynistic” remarks.
“I would hope that everyone could see that as the sad, misogynistic, sexist rhetoric that I’d hoped we’d moved beyond in the 21st century, certainly in 2016,” she said Wednesday while campaigning for her mother in Carlisle, Pennsylvania.
This was Chelsea’s fist appearance since her child was born in June—and things didn’t go well. When ABC posted a video of Clinton’s comments, many reminded the former first daughter that she may need to take a good hard look at the actions of her own father.
“@ABC what about what HER father has done to women? Y’all never ask her opinion on that,” one Twitter user asks.
“@ABC what does she call a lifetime of sexual harassment, assault, rape accusations etc against women all around him? That’s your Dad, kid,” another user added.
Watch the video below and tell us what you think. Are you tired of the Clinton’s and their continuous hypocrisy?",2016-09-11 14:16:25+00:00,0.146611722,Chelsea Clinton Attacks Donald Trump… Immediately Receives Devastating Blow,http://americannews.com/chelsea-clinton-attacks-donald-trump-immediately-receives-devastating-blow/
"The media has done everything they can to portray Donald Trump as a villain. Unfortunately, many people with experience have started publicly backing his message, and acknowledging he could be just the type of leader America needs.
According to recent reports, 88 retired U.S. Generals and Admirals wrote an open letter, claiming they support Trump and his “commitment to rebuild our military, to secure our borders, to defeat our Islamic supremacist adversaries and restore law and order domestically.”
“As retired senior leaders of America’s military, we believe that such a change can only be made by someone who has not been deeply involved with, and substantially responsible for, the hollowing out of our military and the burgeoning threats facing our country around the world,” the letter reads. “For this reason, we support Donald Trump’s candidacy to be our next Commander-in-Chief.”
Trump was quick to respond to the glowing endorsement. From the beginning, he has thrown his support behind our men and women in uniform.
“It is a great honor to have such amazing support from so many distinguished retired military leaders,” Trump commented. “I thank each of them for their service and their confidence in me to serve as commander-in-chief.”
“We can only Make America Great Again if we ensure our military remains the finest fighting force in the world, and that’s exactly what I will do as president,” Trump concluded.
The letter was reportedly organized by Major General Sidney Shachnow, the only survivor of the Holocaust that went on to become a U.S. General. He partnered with Rear Admiral Charles Williams, who received the Legion of Merit.
In his statement, Williams suggested the letter demonstrates that military leaders belive “Donald Trump is more trusted to be commander-in-chief than Hillary Clinton.”
“Hillary Clinton has made clear she is running as a staunch defender of the status quo when it comes to the issues facing our military, and she has shown through her foreign policy decisions and her mishandling of classified information that she lacks the judgment to do the job,” Lt. Gen. Mike Flynn added in the press release. “Mr.Trump’s deep and growing support in the military community and his thoughtful proposals show he’s the right person to lead our men and women in uniform.”
What do you think of this powerful endorsement? Do you agree?",2016-09-08 03:05:17+00:00,0.126488095,88 US Generals Stand Together Against Hillary Clinton In One Massive Act Of Defiance,http://americannews.com/88-us-generals-stand-together-against-hillary-clinton-in-one-massive-act-of-defiance/
"This week, Donald Trump launched a series of events devoted to military policy. He has also focused in on his opponent, Hillary Clinton.
While speaking to an audience in a military community, Trump promised to defeat the Islamic State, address the crisis at VA medical facilities around the nation, block Syrian and Middle Eastern refugees, and change the nuclear agreement with Iran. He referred the existing agreement as “one of the dumbest deals I’ve ever seen.”
“This is one of the most dangerous times we’ve ever had,” Trump said, claiming we have not kept up and the nation is at stake.
He also targeted Clinton specifically, going after him on issues ranging from problems in Libya to her handling of her private email server. He pushed back against the FBI’s decision saying “we’re like a third-world country” and arguing Clinton “is a disaster in so many different ways.”
“Putin looks at her and he laughs,” Trump said Clinton, clearly pushing back on claims from the Clinton campaign that he has been “friendly” with Putin and Russia.
Trump also promised to focus in on veterans, and particularly female veterans who are being “left behind” by the system.
Trump is expected to address military themes at events later this week in Pennsylvania, Ohio and Florida.
What do you think of Trump’s strategy?",2016-09-07 04:12:20+00:00,0.003947368,"Putin Actually Laughs In Clinton’s Face, She’s No More Than A…",http://americannews.com/putin-actually-laughs-in-clintons-face-shes-no-more-than-a/
"According to recent reports, newly released emails suggest that a senior Hillary Clinton aide stage-managed her first hearing on the Benghazi terrorist attack. The aide reportedly fed specific topics Clinton wanted to address to Democratic Sen. Robert Menendez, who was the acting chairman of the Foreign Relations Committee at the time.
“We wired it that Menendez would provide an opportunity to address two topics we needed to debunk,” Clinton media gatekeeper Philippe Reines wrote to Hillary’s daughter Chelsea the morning of the hearing in January 2013.
Not surprisingly, the first question Menendez asked that day covered both topics (Clinton’s whereabouts on 9/11, and an email from Chris Stevens about moving locations). Chris Stevens was among the four Americans who were killed in the attack. Emails from him were obtained as part of the Freedom of Information Act request to the State Department.
Hillary was immediately given a chance to redeem herself.
Menendez reportedly asked for Clinton’s “insights on the decision-making process regarding the location of the Mission” adding, “can you also in your response, you touched upon it in your opening statement, but what actions were you and your staff taking the night of September 11 and into September 12?”
The secretary of state was ready with her answers, assuring the committee that “Chris was committed to not only being in Benghazi but to the location.” She also announced that on the night of the attack she was notified in the late afternoon.
“Over the following hours, we were in continuous meetings and conversations both within the department with our team in Tripoli, with the inter agency and internationally,” she commented.
What do you think? Is this staging absolutely unjust and unethical?",2016-09-07 02:54:16+00:00,0.004090909,Hillary Clinton Literally Caught With No Ability To Deny… She Is FINISHED,http://americannews.com/hillary-clinton-literally-caught-with-no-ability-to-deny-she-is-finished/
"According to reports, Hobby Lobby founder and CEO David Green has expressed his fear that if Hillary Clinton is elected president, she will completely disregard the faith and religious freedoms of true Christians.
“There is no getting around the fact that Jesus offends some people,” Green wrote in his book More than a Hobby. “Nevertheless, he is too important in my life for me to cower in fear of mentioning his name.
It is that foundation that caused Green to author a piece endorsing Trump for USA Today.
Early in the Republican primaries, Green was a fan of Sen. Marco Rubio, claiming that Trump “scares me to death.” Still, Green’s fight to practice his faith and run his business accordingly has been a long one, and he intends to vote for someone who will defend religious freedom.
In June 2014, the Supreme Court heard a case of appeal from Hobby Lobby. Green fought against a mandate under The Affordable Care Act that claims companies must cover contraceptives under their health plans.
The judge ruled in favor of the company, determining that for-profit companies can be exempted from a law that is in violation of the owner’s “religious conscience.”
” … it’s frightening to think that we — and all Americans — were just one judge away from losing our religious freedom,” Green wrote, noting that the decision on the case was 5-4. “Make no mistake, the vacancy left by Justice Scalia and the subsequent appointment to fill his seat makes this presidential election one of the most significant in modern times.”
“The Constitution was created for the express purpose of protecting certain fundamental rights — not just when they’re aligned with the current administration’s policies, and not just when they’re convenient — but as the highest priority for our lawmakers and elected officials,” Green continued.
He then criticized Hillary Clinton for claiming that religious beliefs ‘have to be changed.’
“Clinton has made no secret she believes government interests supersede the protection of religious liberty,” Green concluded.
What do you think? Do you agree with Green? Do the rights of Christians have to be protected?",2016-09-03 02:29:10+00:00,0.012557604,"Hobby Lobby Breaks Their Silence, And Takes Massive Stand Against Hillary Clinton",http://americannews.com/hobby-lobby-breaks-their-silence-and-takes-massive-stand-against-hillary-clinton/
"This past week, San Francisco 49ers quarterback Colin Kaepernick outraged patriots everywhere when he refused to stand for the national anthem. It took less than 24 hours for fans to start burning his jersey in protest.
Still, Kaepernick stood firmly behind his actions.
“I am not going to stand up to show pride in a flag for a country that oppresses black people and people of color,” he said of his protest. “To me, this is bigger than football and it would be selfish on my part to look the other way. There are bodies in the street and people getting paid leave and getting away with murder.”
Of course, Hillary Clinton showed exactly where her loyalties lie when she refused to condemn the football player for disrespecting our country. Instead, her pick for Vice President, Tim Kaine, said that we should “respect” Kaepernick for staying seated.
“You’re the father of a Marine. What’s your reaction to Colin Kaepernick?” Good Morning America host George Stephanopoulis asked Kaine this week.
“You know, you’ve got to respect people’s ability to act according to their conscience,” Kaine replied. “I mean, I’d do it differently. I think if you really thought about issues and this country, you’d do it differently, and when I heard him explain his rationale, didn’t really make much sense to me. But you’ve got to respect people’s ability to act according to their conscience, so I wouldn’t presume to tell him what to do.”
What do you think? Is this answer absolutely outrageous? Is the entire Clinton campaign a disgrace to this country?",2016-09-03 02:25:01+00:00,-0.126157407,Hillary Clinton Makes Sick Announcement About Colin Kaepernick,http://americannews.com/hillary-clinton-makes-sick-announcement-about-colin-kaepernick/
"In her run against Republican presidential nominee Donald Trump, Hillary Clinton has criticized him for his proposal of building a wall along the U.S.-Mexico border to help protect our country. Time and time again, she has insisted that there are more important issues to focus on.
Once again this is in direct conflict with Clinton’s past. Apparently, the former Secretary of State does not remember that she and her husband Bill once worked together to build a border fence.
Recently, former Clinton staffer Dick Morris kindly reminded Americans that former President Bill Clinton built a 325-mile fence along the border between California and Mexico in 1993 with Hillary’s “strong support.”
In 2005, then-Sen. Clinton claimed she was against illegal immigration, suggesting that the United States needed to come up with a system to keep track of what they’re doing in this country. In 2006, she voted for the “Secure Fence Act of 2006.”
In 2008, when running against Sen. Barack Obama, she said some things that sound pretty close to what Trump is saying today. And she already admitted early this year that she had vote “numerous times” to spend money on a “barrier.”
Watch the clip below:
And now watch this one:
It appears that Hillary Clinton’s hypocrisy has no end. She is perfectly content criticizing Republicans for proposing measures that she supported for more than a decade.
Just because you don’t say ‘wall’ doesn’t mean you’re not talking about a wall. What do you think of these new reports?",2016-08-29 12:09:18+00:00,0.190359848,What Bill Clinton Was Just Caught Doing Could Kill Hillary’s Campaign,http://americannews.com/what-bill-clinton-was-just-caught-doing-could-kill-hillarys-campaign/
"While running against Republican nominee Donald Trump, Hillary Clinton has criticized him for his idea of building a wall along the U.S.-Mexico border to help protect our country. Time and time again, she has insisted that there are more important issues to focus on.
Once again this is in direct conflict with Clinton’s past—which ironically, includes her and Bill building a border fence.
Recently, former Clinton staffer Dick Morris kindly reminded Americans that former President Bill Clinton built a 325-mile fence along the border between California and Mexico in 1993 with Hillary’s “strong support.”
In 2005, then-Sen. Clinton claimed she was against illegal immigration, suggesting that the United States needed to come up with a system to keep track of what they’re doing in this country. In 2006, she voted for the “Secure Fence Act of 2006.”
In 2008, when running against Sen. Barack Obama, she said some things that sound pretty close to what Trump is saying today. And she already admitted early this year that she had vote “numerous times” to spend money on a “barrier.”
Watch the clip below:
And now watch this one:
It appears that Hillary Clinton’s hypocrisy has no end. She is perfectly content criticizing Republicans for proposing measures that she supported for more than a decade.
What do you think of these new reports?",2016-08-28 16:33:10+00:00,0.269981061,"Clinton Insider Explodes Campaign, Reveals What Bill Was Doing In Remote Location",http://americannews.com/clinton-insider-explodes-campaign-reveals-what-bill-was-doing-in-remote-location-2/
"According to recent reports, CNN spin-off HLN has announced the cancellation of Dr. Drew Pinsky’s eponymous program. Now, rumors are circulating that Hillary Clinton orchestrated his sudden removal.
“Dr. Drew and I have mutually agreed to air the final episode of his show on September 22,” CNN Vice President Ken Jautz, who managed HLN, said in a statement. He went on to praise Pinsky for his “creative shows,” “hard work” and “distinctive programming.” He did not reveal the reason behind the show’s cancellation.
Some believe that Jautz purposefully cancelled Pinksy program to punish him for having spoken out about Hillary Clinton’s criminal career and health last week.
During an interview with a radio news station on August 16, Pinsky said that after he evaluated Clinton’s medical records, he was “gravely concerned not just about her health, but her health care.”
“Both of us concluded that if we were providing the care that she was receiving, we’d be ashamed to show up in a doctor’s lounge,” he claimed.
The full interview is available to watch here:
Call us crazy, but it seems to all convenient that Pinsky was removed from the air at this time. What do you thnk?",2016-08-27 16:47:09+00:00,-0.036805556,BREAKING: Doctor Who Questioned Hillary’s Health Just Got Taken Out By Clinton Thugs,http://americannews.com/breaking-doctor-who-questioned-hillarys-health-just-got-taken-out-by-clinton-thugs/
"Another day, another skeleton falling out of the Clintons’ closet.
For decades, rumors have been circulating that Chelsea Clinton may not be the biological daughter of Bill Clinton. Some suspect that she was fathered by former Associate Attorney General, Webb Hubbell.
Now, Roger Stone, infamous author of The Clintons’ War on Women, has strengthened these rumors by claiming that Chelsea underwent “four plastic surgeries” to make herself more strongly resemble bill.
“She looks just like her daddy, despite four plastic surgeries, the youngest one when she’s only 18,” Stone commented. “What 18-year-old gets plastic surgery unless you’re trying to, I don’t know, thin out the lips and make you look less like your daddy.”
Watch the report below and tell us what you think. Do you see the resemblance?",2016-08-25 03:22:12+00:00,-0.010416667,BREAKING: Experts Reveal That Chelsea Clinton Is Not Actually Bills Daughter,http://americannews.com/breaking-experts-reveal-that-chelsea-clinton-is-not-actually-bills-daughter/
"According to recent reports, a federal judge has just ordered Hillary Clinton to answers questions from Judicial Watch about her use of a private email serve while she was secretary of state. The order was issued in response to a lawsuit filed by the conservative watchdog group,
Originally, the group sought to question Clinton under oath and in person, but U.S. District Court Judge Emmet G. Sullivan only ordered the former secretary of state to answer questions in writing.
Last month, FBI Director James Comey announced that the agency would not be indicting Hillary Clinton, although he confirmed she had been “extremely careless” in her treatment of our country’s sensitive information.
Chris Farrell, Director of Investigators at Judicial Watch, said that the decision is a huge victory for the organization.
“Judicial Watch will get Clinton under oath regarding the set-up of her outlaw server—something no other person, organization or agency has been able to do, to date,” Farrell commented. “We believe it is a victory for law and order to get Hillary Clinton under oath answering questions about the server setup and why she did it.”
Clinton campaign spokesman Brian Fallon responded to the order, stating the campaign was “glad” the judge is allowing Clinton to answer questions in writing.
“This is just another lawsuit intended to try to hurt Hillary Clinton’s campaign, and so we are glad that the judge has accepted our offer to answer these questions in writing rather than grant Judicial Watch’s request,” Fallon commented.
Judicial Watch is ordered to submit their questions to Clinton by Oct. 15. From that point, Hillary will have 30 days to respond.
What do you think of this new ruling?",2016-08-20 03:07:25+00:00,0.164924242,BREAKING: Judge Orders Clinton To Answer Questions On Email Use… She Has No Way Out,http://americannews.com/breaking-judge-orders-clinton-to-answer-questions-on-email-use-she-has-no-way-out/
"“America’s Mayor” Rudy Giuliani didn’t flinch when faced with the threat of Radical Islam on September 11th, 2001. Osama bin Laden’s Al Qaeda agents hijacked planes that felled the Twin Towers in Rudy’s city, claiming more than 3,000 lives.
But Rudy stood tall, then. He knew that what those Radical Islamic terrorists wanted was for us to show fear. And he knew that you couldn’t let them win by showing them any fear. And he’s standing tall now, in the face of Obama and Hillary’s cowardly foreign policies toward ISIS.
All Hillary cares about is money and bribes. Instead of fighting Radical Islam, she’s been lining the Clinton Foundation’s pockets with multi-million dollar donations from…you guessed it…foreign agents from terrorist countries like Saudi Arabia, where Osama bin Laden is from.
Said Rudy in a recent speech:
“In the old days when I was a prosecutor, you went to jail for that.”
Giuliani added that Hillary “doesn’t care about you. She cares about the $150,000, $200,000 speeches that she gives to Wall Street.”
Giuliani brought down the house with this one:
“What we have now is timing is everything in politics. And timing has always been the most important thing for our country. This is the right time for a man like Donald Trump. This is what we need right now. We need a man who isn’t bought and paid for. We need a man who has been enormously successful in business. We’ve already tried one who wasn’t and look what we have.”
Thank you, Rudy! What did you think of his speech?
Watch his speech below:",2016-08-17 11:44:57+00:00,0.285697751,"Rudy Giuliani Blasts Clinton Foundation For Epic Fraud, Names The Crime And Jail Time",http://americannews.com/rudy-giuliani-blasts-clinton-foundation-for-epic-fraud-names-the-crime-and-jail-time/
"Recently, young role model Sadie Robertson claimed that her father, Willie Robertson, has “been on the Trump train since day one.” Still, she claims that she wasn’t sure who she was going to support in her first election until she had the chance to look into it for herself.
After some research of the two nominees, the decision was clear.
“I guess I’m on the Trump train too now,” the 19-year-old former Dancing With the Stars competitor told reporters. “I just feel like I align most with his beliefs and views and I trust him.”
“We’re down to the town,” Robertson continued, referring to Trump and Clinton. “So it’s kind of time to make a stance.”
Robertson is not yet sure if she’ll be joining her dad, who spoke at the Republican National Convention last month, on the campaign trail as he supports the 70-year-old business legend.
“People get really into politics, which you should. You should look into it, you should care about it, but…it’s a just kind of touchy subject,” she concluded. “So haters, be nice! [I’m on a] ‘no hater’ diet right here.”
What do you think of Sadie’s position? Do you applaud her for taking an educated stand?",2016-08-12 03:44:48+00:00,0.270899471,Sadie Robertson Risks Her Entire Career To Publicly Defy Hillary Clinton… She Needs Your Support,http://americannews.com/sadie-robertson-risks-her-entire-career-to-publicly-defy-hillary-clinton-she-needs-your-support/
"According to reports, a former rape victim named Kathy Shelton has just come forward with a statement about Hillary Clinton that raises some serious questions about her character.
Shelton was raped in 1975, when she was just 12 years old. Clinton defended the rapist while she was doing legal aid work at the University of Arkansas in Fayetteville.
Audio tapes obtained from a 1980 interview show Clinton explaining how she was able to seize on loopholes in the case and minimize the sentence of the rapist. She also boasted that she was able to negotiate a plea deal that resulted in just one year in county jail and four years probation.
“I just want to know, you’ve got a daughter and a grandbaby,” Shelton addressed Clinton, years later. “What happens if that daughter of yours, if that would have been her?”
“You would have protected her,” Shelton insisted. “You don’t know me, so I’m a piece of crap to you. Who cares about me, as long as you can win your first case as an attorney?”
This revelation is especially damning, given that Clinton claims to be an advocate for children and women. Yet at the time Shelton was attempting to get justice, Clinton went as far as to question her mental stability.
We understand that defense attorneys have a duty to protect their client, and sometimes their clients can be pretty disgusting. But that doesn’t give Clinton the right to laugh about letting a child rapist walk free. It’s clear she will say and do anything to win.
Watch the full interview below and tell us what you think. Does Hillary need to be kept far away from the White House?",2016-08-11 12:04:08+00:00,0.099130037,Rape Victim From Clinton’s Past Speaks For 1st Time… Drops Bombshell About Chelsea,http://americannews.com/rape-victim-from-clintons-past-speaks-for-1st-time-drops-bombshell-about-chelsea/
"The general election debates are getting closer each day, and the independent Commission on Presidential Debates has informed hosting venues on notice that flexibility is required with their stage setup.
The directive from the commission is intended to ensure the venues are prepared to place a third lectern on the stage for the debates, just in case a third party candidate passed the required threshold to be included in the event.
“With (former Gov.) Gary Johnson polling in some places more than double digits, they might have, some of our production people may have said, ‘Just in case, you need to plan out what that might look like,’” Mike McCurry, co-chair of the Commission on Presidential Debates and former Bill Clinton White House press secretary, told reporters. “We won’t know the number of invitations we extend until mid-September.”
In order for a third-party candidate to be included in the debates, he or she must appear on the ballot in enough states to have a mathematical chance at winning the presidency. They are also required to be polling at or above 15 percent in an average of five national polls.
Currently, Libertarian nominee Gary Johnson is polling around 9 percent, and Green Party nominee Jill Stein is sitting at round 4 percent. The co-chair of the commission, Frank Fahrenkopf, has suggested the commission may be flexible if one of them gets close to the 15-percent cutoff point.
“If someone came in and let’s say he was at 14.5 percent and the margin of error in five polls was 3 points, we are going to have to sit down and look at it,” Fahrenkopf said. “But right now that person would not be included.”
What do you think of these reports?",2016-08-10 18:31:09+00:00,0.033166249,BREAKING: Hosts Of Clinton-Trump Debates Just Got Shocking Orders,http://americannews.com/breaking-hosts-of-clinton-trump-debates-just-got-shocking-orders/
"Pharmaceutical executive Martin Shkreli was once considered the most hated man in America, after the liberal media vilanized him for raising the price of HIV drug Daraprim over 5,000 percent. Now, he’s come forward with some shocking new information about Hillary Clinton’s health that is sure to outrage liberals even further.
In a recent interview, Shkreli revealed that his experience with the pharmaceutical industry has led him to believe that the Democratic nominee has “been suffering from Parkinson’s Disease.” He also noted that he had donated more to Democrat candidates then Republican ones. He argued that he felt compelled to speak out about Clinton’s declining health because “the symptoms were obvious.”
He argued that her problems walking and talking are “pretty unmistakable signs of Parkinson’s disease.”
Watch the interview below and tell us what you think.",2016-08-10 03:14:23+00:00,-0.001363636,"Hillary Clinton Caught With Life Threatening Disease, To Render Her Disqualified for Election",http://americannews.com/hillary-clinton-caught-with-life-threatening-disease-to-render-her-disqualified-for-election/
"According to reports, former President Bill Clinton has collected millions in fees from a Dubai-based, multinational firm that teaches Islamic Law in over 100 schools throughout the Middle East, Asia and Africa.
An investigation by The Daily Caller revealed that Clinton collected approximately $5.6 million from the firm GEMS Education. Records also show, however, that the Islamic organization also donated millions of dollars to the Clinton Foundation, which is co-chaired by Bill and Hillary Clinton.
“His biggest paycheck from the closely-held company—which is incorporated in the Cayman Islands—was in 2014 when he pocketed $2.1 million,” The Daily Caller reported.
GEMS Education promotes Islam as a central tenet of its curriculum, and even their financial statements abide by the rules of Sharia. That law dictates that one-eighth of its proceeds be funneled toward spreading the word of Islam.
This new revelation raises a number of questions, but Daily Caller analyst Stephen Coughlin summed it up pretty well with one inquiry: “Why would Bill Clinton be participating in programs that teach Shariah in foreign countries where that is the specific objective of the Muslim Brotherhood, ISIS and al-Qaida?”
What do you think of these new reports? Do the Clintons need to be kept far away from the White House?",2016-08-08 02:13:25+00:00,-0.016792929,Bill Clinton Caught Backing Shariah Law In The Most Disturbing Way Possible,http://americannews.com/bill-clinton-caught-backing-shariah-law-in-the-most-disturbing-way-possible/
"The Clintons have always associated themselves with some pretty questionable characters, but this latest scandal has the Clinton campaign panicking like never before.
According to reports, Hillary Clinton is tangled up in an attempted homicide investigation after one of her delegates was arrested for shooting her husband. Deanna Vicites, a Clinton supporter and delegate to the Democratic National Convention in Philadelphia, was reportedly arrested for shooting her husband in the neck around 1 AM on Sunday after he came home from a night of drinking.
Both Vicites and her husband told police the shooting was not intentional, but Fayette County District Attorney Richard Bower said it was “not accidental.” While trying to defend themselves, the couple told authorities many different stories. One of those stories was that Vicites was suicidal and under the influence of alcohol. She claims she tried to shoot herself and missed, accidentally striking her husband instead.
As it turns out, Vicites was not permitted to possess a firearm due to a prior felony conviction. That doesn’t exactly align with Clinton’s mission to “keep guns out of the hands of violent criminals.”
Vicites has yet to resign from her position.",2016-08-08 01:55:33+00:00,0.0575,BREAKING: Massive Arrest Rocks Hillary Clinton Campaign,http://americannews.com/breaking-massive-arrest-rocks-hillary-clinton-campaign-its-happening/
"After recent events, the clients have been linked to yet another mysterious death. And so, the curse of the Clintons continues…
In breaking reports last week, an attorney working on the Democratic National Committee fraud case was found dead at his home this week. Reports indicate that Shawn Lucas was a process attorney in Florida. While little is known about his death at the time, rumors indicate that he died in his sleep or committed suicide. But some suspect that something else is at play.
The death has been marked extremely convenient for the DNC, which has come under fire for showing early favoritism of Hillary Clinton.
“Everyone calls these conspiracy theories,” Right Wing News commented. “How long do you call it that before somebody faces the obvious that a whole bunch of people wind up dead around the Clintons?”
What do you think? Does this death deserve a thorough investigation?",2016-08-06 12:04:19+00:00,-0.005906593,Hillary Clinton Suspected Of Murdering Politician Who Leaked Information About Her,http://americannews.com/hillary-clinton-suspected-of-murdering-politician-who-leaked-information-about-her/
"Donald Trump took a break from campaigning to post a video directed at former President Bill Clinton.
At the same time that Hillary Clinton was making the biggest speech of her career so far and accepting the Democratic nomination for president, her husband was busy dozing off. As if that weren’t embarrassing enough, the whole thing was caught on video.
“Even Bill is tired of the lies, SAD!” Trump commented in his post.",2016-08-05 18:12:58+00:00,-0.078125,Donald Trump Turns Bill Clinton’s Nap Into Hilarious Video Everyone Has To See [VIDEO],http://americannews.com/donald-trump-turns-bill-clintons-nap-into-hilarious-video-everyone-has-to-see-video/
